date,total_cases,sgtf_unknown,total_sgt,sgtf,non_sgtf,source,region,region_code
2020-03-05,45,45,NA,NA,NA,public,England,NA
2020-03-06,69,69,NA,NA,NA,public,England,NA
2020-03-07,55,55,NA,NA,NA,public,England,NA
2020-03-08,50,50,NA,NA,NA,public,England,NA
2020-03-09,123,123,NA,NA,NA,public,England,NA
2020-03-10,222,222,NA,NA,NA,public,England,NA
2020-03-11,342,342,NA,NA,NA,public,England,NA
2020-03-12,407,407,NA,NA,NA,public,England,NA
2020-03-13,378,378,NA,NA,NA,public,England,NA
2020-03-14,310,310,NA,NA,NA,public,England,NA
2020-03-15,383,383,NA,NA,NA,public,England,NA
2020-03-16,534,534,NA,NA,NA,public,England,NA
2020-03-17,667,667,NA,NA,NA,public,England,NA
2020-03-18,888,888,NA,NA,NA,public,England,NA
2020-03-19,897,897,NA,NA,NA,public,England,NA
2020-03-20,1043,1043,NA,NA,NA,public,England,NA
2020-03-21,1001,1001,NA,NA,NA,public,England,NA
2020-03-22,1183,1183,NA,NA,NA,public,England,NA
2020-03-23,1959,1959,NA,NA,NA,public,England,NA
2020-03-24,1981,1981,NA,NA,NA,public,England,NA
2020-03-25,2199,2199,NA,NA,NA,public,England,NA
2020-03-26,2517,2517,NA,NA,NA,public,England,NA
2020-03-27,2525,2525,NA,NA,NA,public,England,NA
2020-03-28,2320,2320,NA,NA,NA,public,England,NA
2020-03-29,2389,2389,NA,NA,NA,public,England,NA
2020-03-30,3417,3417,NA,NA,NA,public,England,NA
2020-03-31,3655,3655,NA,NA,NA,public,England,NA
2020-04-01,3992,3992,NA,NA,NA,public,England,NA
2020-04-02,3917,3917,NA,NA,NA,public,England,NA
2020-04-03,3891,3891,NA,NA,NA,public,England,NA
2020-04-04,3252,3252,NA,NA,NA,public,England,NA
2020-04-05,2995,2995,NA,NA,NA,public,England,NA
2020-04-06,4156,4156,NA,NA,NA,public,England,NA
2020-04-07,4354,4354,NA,NA,NA,public,England,NA
2020-04-08,4097,4097,NA,NA,NA,public,England,NA
2020-04-09,3895,3895,NA,NA,NA,public,England,NA
2020-04-10,3431,3431,NA,NA,NA,public,England,NA
2020-04-11,2907,2907,NA,NA,NA,public,England,NA
2020-04-12,2834,2834,NA,NA,NA,public,England,NA
2020-04-13,3276,3276,NA,NA,NA,public,England,NA
2020-04-14,3363,3363,NA,NA,NA,public,England,NA
2020-04-15,3941,3941,NA,NA,NA,public,England,NA
2020-04-16,4060,4060,NA,NA,NA,public,England,NA
2020-04-17,3826,3826,NA,NA,NA,public,England,NA
2020-04-18,3772,3772,NA,NA,NA,public,England,NA
2020-04-19,3223,3223,NA,NA,NA,public,England,NA
2020-04-20,3452,3452,NA,NA,NA,public,England,NA
2020-04-21,3789,3789,NA,NA,NA,public,England,NA
2020-04-22,4659,4659,NA,NA,NA,public,England,NA
2020-04-23,4424,4424,NA,NA,NA,public,England,NA
2020-04-24,4168,4168,NA,NA,NA,public,England,NA
2020-04-25,3244,3244,NA,NA,NA,public,England,NA
2020-04-26,2993,2993,NA,NA,NA,public,England,NA
2020-04-27,3955,3955,NA,NA,NA,public,England,NA
2020-04-28,3924,3924,NA,NA,NA,public,England,NA
2020-04-29,4628,4628,NA,NA,NA,public,England,NA
2020-04-30,4219,4219,NA,NA,NA,public,England,NA
2020-05-01,4015,4015,NA,NA,NA,public,England,NA
2020-05-02,2679,2679,NA,NA,NA,public,England,NA
2020-05-03,2547,2547,NA,NA,NA,public,England,NA
2020-05-04,2782,2782,NA,NA,NA,public,England,NA
2020-05-05,3064,3064,NA,NA,NA,public,England,NA
2020-05-06,3187,3187,NA,NA,NA,public,England,NA
2020-05-07,3124,3124,NA,NA,NA,public,England,NA
2020-05-08,2571,2571,NA,NA,NA,public,England,NA
2020-05-09,1763,1763,NA,NA,NA,public,England,NA
2020-05-10,1982,1982,NA,NA,NA,public,England,NA
2020-05-11,3020,3020,NA,NA,NA,public,England,NA
2020-05-12,2864,2864,NA,NA,NA,public,England,NA
2020-05-13,2814,2814,NA,NA,NA,public,England,NA
2020-05-14,2166,2166,NA,NA,NA,public,England,NA
2020-05-15,2091,2091,NA,NA,NA,public,England,NA
2020-05-16,1753,1753,NA,NA,NA,public,England,NA
2020-05-17,1568,1568,NA,NA,NA,public,England,NA
2020-05-18,2169,2169,NA,NA,NA,public,England,NA
2020-05-19,2540,2540,NA,NA,NA,public,England,NA
2020-05-20,2316,2316,NA,NA,NA,public,England,NA
2020-05-21,2231,2231,NA,NA,NA,public,England,NA
2020-05-22,1773,1773,NA,NA,NA,public,England,NA
2020-05-23,1289,1289,NA,NA,NA,public,England,NA
2020-05-24,1189,1189,NA,NA,NA,public,England,NA
2020-05-25,1363,1363,NA,NA,NA,public,England,NA
2020-05-26,1428,1428,NA,NA,NA,public,England,NA
2020-05-27,1593,1593,NA,NA,NA,public,England,NA
2020-05-28,1551,1551,NA,NA,NA,public,England,NA
2020-05-29,1354,1354,NA,NA,NA,public,England,NA
2020-05-30,983,983,NA,NA,NA,public,England,NA
2020-05-31,980,980,NA,NA,NA,public,England,NA
2020-06-01,1294,1294,NA,NA,NA,public,England,NA
2020-06-02,1339,1339,NA,NA,NA,public,England,NA
2020-06-03,1215,1215,NA,NA,NA,public,England,NA
2020-06-04,1131,1131,NA,NA,NA,public,England,NA
2020-06-05,1006,1006,NA,NA,NA,public,England,NA
2020-06-06,717,717,NA,NA,NA,public,England,NA
2020-06-07,659,659,NA,NA,NA,public,England,NA
2020-06-08,976,976,NA,NA,NA,public,England,NA
2020-06-09,1046,1046,NA,NA,NA,public,England,NA
2020-06-10,1072,1072,NA,NA,NA,public,England,NA
2020-06-11,903,903,NA,NA,NA,public,England,NA
2020-06-12,936,936,NA,NA,NA,public,England,NA
2020-06-13,782,782,NA,NA,NA,public,England,NA
2020-06-14,741,741,NA,NA,NA,public,England,NA
2020-06-15,926,926,NA,NA,NA,public,England,NA
2020-06-16,979,979,NA,NA,NA,public,England,NA
2020-06-17,894,894,NA,NA,NA,public,England,NA
2020-06-18,926,926,NA,NA,NA,public,England,NA
2020-06-19,811,811,NA,NA,NA,public,England,NA
2020-06-20,622,622,NA,NA,NA,public,England,NA
2020-06-21,544,544,NA,NA,NA,public,England,NA
2020-06-22,807,807,NA,NA,NA,public,England,NA
2020-06-23,718,718,NA,NA,NA,public,England,NA
2020-06-24,718,718,NA,NA,NA,public,England,NA
2020-06-25,631,631,NA,NA,NA,public,England,NA
2020-06-26,631,631,NA,NA,NA,public,England,NA
2020-06-27,501,501,NA,NA,NA,public,England,NA
2020-06-28,407,407,NA,NA,NA,public,England,NA
2020-06-29,656,656,NA,NA,NA,public,England,NA
2020-06-30,569,569,NA,NA,NA,public,England,NA
2020-07-01,605,605,NA,NA,NA,public,England,NA
2020-07-02,547,547,NA,NA,NA,public,England,NA
2020-07-03,529,529,NA,NA,NA,public,England,NA
2020-07-04,381,381,NA,NA,NA,public,England,NA
2020-07-05,535,535,NA,NA,NA,public,England,NA
2020-07-06,642,642,NA,NA,NA,public,England,NA
2020-07-07,552,552,NA,NA,NA,public,England,NA
2020-07-08,659,659,NA,NA,NA,public,England,NA
2020-07-09,673,673,NA,NA,NA,public,England,NA
2020-07-10,510,510,NA,NA,NA,public,England,NA
2020-07-11,407,407,NA,NA,NA,public,England,NA
2020-07-12,350,350,NA,NA,NA,public,England,NA
2020-07-13,667,667,NA,NA,NA,public,England,NA
2020-07-14,637,637,NA,NA,NA,public,England,NA
2020-07-15,715,715,NA,NA,NA,public,England,NA
2020-07-16,631,631,NA,NA,NA,public,England,NA
2020-07-17,537,537,NA,NA,NA,public,England,NA
2020-07-18,465,465,NA,NA,NA,public,England,NA
2020-07-19,407,407,NA,NA,NA,public,England,NA
2020-07-20,744,744,NA,NA,NA,public,England,NA
2020-07-21,677,677,NA,NA,NA,public,England,NA
2020-07-22,732,732,NA,NA,NA,public,England,NA
2020-07-23,715,715,NA,NA,NA,public,England,NA
2020-07-24,700,700,NA,NA,NA,public,England,NA
2020-07-25,489,489,NA,NA,NA,public,England,NA
2020-07-26,507,507,NA,NA,NA,public,England,NA
2020-07-27,799,799,NA,NA,NA,public,England,NA
2020-07-28,771,771,NA,NA,NA,public,England,NA
2020-07-29,967,967,NA,NA,NA,public,England,NA
2020-07-30,847,847,NA,NA,NA,public,England,NA
2020-07-31,621,621,NA,NA,NA,public,England,NA
2020-08-01,489,489,NA,NA,NA,public,England,NA
2020-08-02,507,507,NA,NA,NA,public,England,NA
2020-08-03,931,931,NA,NA,NA,public,England,NA
2020-08-04,912,912,NA,NA,NA,public,England,NA
2020-08-05,931,931,NA,NA,NA,public,England,NA
2020-08-06,963,963,NA,NA,NA,public,England,NA
2020-08-07,860,860,NA,NA,NA,public,England,NA
2020-08-08,635,635,NA,NA,NA,public,England,NA
2020-08-09,552,552,NA,NA,NA,public,England,NA
2020-08-10,1330,1330,NA,NA,NA,public,England,NA
2020-08-11,1196,1196,NA,NA,NA,public,England,NA
2020-08-12,1089,1089,NA,NA,NA,public,England,NA
2020-08-13,1011,1011,NA,NA,NA,public,England,NA
2020-08-14,1029,1029,NA,NA,NA,public,England,NA
2020-08-15,637,637,NA,NA,NA,public,England,NA
2020-08-16,526,526,NA,NA,NA,public,England,NA
2020-08-17,1125,1125,NA,NA,NA,public,England,NA
2020-08-18,909,909,NA,NA,NA,public,England,NA
2020-08-19,1059,1059,NA,NA,NA,public,England,NA
2020-08-20,1195,1195,NA,NA,NA,public,England,NA
2020-08-21,992,992,NA,NA,NA,public,England,NA
2020-08-22,706,706,NA,NA,NA,public,England,NA
2020-08-23,692,692,NA,NA,NA,public,England,NA
2020-08-24,1113,1113,NA,NA,NA,public,England,NA
2020-08-25,1026,1026,NA,NA,NA,public,England,NA
2020-08-26,1121,1121,NA,NA,NA,public,England,NA
2020-08-27,1306,1306,NA,NA,NA,public,England,NA
2020-08-28,1348,1348,NA,NA,NA,public,England,NA
2020-08-29,1024,1024,NA,NA,NA,public,England,NA
2020-08-30,967,967,NA,NA,NA,public,England,NA
2020-08-31,1251,1251,NA,NA,NA,public,England,NA
2020-09-01,1902,1902,NA,NA,NA,public,England,NA
2020-09-02,2591,2591,NA,NA,NA,public,England,NA
2020-09-03,2634,2634,NA,NA,NA,public,England,NA
2020-09-04,2560,2560,NA,NA,NA,public,England,NA
2020-09-05,2169,2169,NA,NA,NA,public,England,NA
2020-09-06,2037,2037,NA,NA,NA,public,England,NA
2020-09-07,3430,3430,NA,NA,NA,public,England,NA
2020-09-08,2973,2973,NA,NA,NA,public,England,NA
2020-09-09,2820,2820,NA,NA,NA,public,England,NA
2020-09-10,3056,3056,NA,NA,NA,public,England,NA
2020-09-11,2750,2750,NA,NA,NA,public,England,NA
2020-09-12,2168,2168,NA,NA,NA,public,England,NA
2020-09-13,1677,1677,NA,NA,NA,public,England,NA
2020-09-14,2818,2818,NA,NA,NA,public,England,NA
2020-09-15,2957,2957,NA,NA,NA,public,England,NA
2020-09-16,3674,3674,NA,NA,NA,public,England,NA
2020-09-17,3848,3848,NA,NA,NA,public,England,NA
2020-09-18,4167,4167,NA,NA,NA,public,England,NA
2020-09-19,4111,4111,NA,NA,NA,public,England,NA
2020-09-20,4573,4573,NA,NA,NA,public,England,NA
2020-09-21,4615,4615,NA,NA,NA,public,England,NA
2020-09-22,5265,5265,NA,NA,NA,public,England,NA
2020-09-23,5786,5786,NA,NA,NA,public,England,NA
2020-09-24,6202,6202,NA,NA,NA,public,England,NA
2020-09-25,5911,5911,NA,NA,NA,public,England,NA
2020-09-26,5567,5567,NA,NA,NA,public,England,NA
2020-09-27,5950,5950,NA,NA,NA,public,England,NA
2020-09-28,8412,8412,NA,NA,NA,public,England,NA
2020-09-29,8607,8607,NA,NA,NA,public,England,NA
2020-09-30,10416,10416,NA,NA,NA,public,England,NA
2020-10-01,11188,11188,NA,NA,NA,public,England,NA
2020-10-02,11480,11480,NA,NA,NA,public,England,NA
2020-10-03,9609,9609,NA,NA,NA,public,England,NA
2020-10-04,9792,9792,NA,NA,NA,public,England,NA
2020-10-05,13919,13919,NA,NA,NA,public,England,NA
2020-10-06,14157,14157,NA,NA,NA,public,England,NA
2020-10-07,15055,15055,NA,NA,NA,public,England,NA
2020-10-08,15136,15136,NA,NA,NA,public,England,NA
2020-10-09,12870,12870,NA,NA,NA,public,England,NA
2020-10-10,10081,10081,NA,NA,NA,public,England,NA
2020-10-11,9596,9596,NA,NA,NA,public,England,NA
2020-10-12,16042,16042,NA,NA,NA,public,England,NA
2020-10-13,15322,15322,NA,NA,NA,public,England,NA
2020-10-14,16251,16251,NA,NA,NA,public,England,NA
2020-10-15,15069,15069,NA,NA,NA,public,England,NA
2020-10-16,14387,14387,NA,NA,NA,public,England,NA
2020-10-17,12266,12266,NA,NA,NA,public,England,NA
2020-10-18,11769,11769,NA,NA,NA,public,England,NA
2020-10-19,21908,21908,NA,NA,NA,public,England,NA
2020-10-20,21145,21145,NA,NA,NA,public,England,NA
2020-10-21,21297,21297,NA,NA,NA,public,England,NA
2020-10-22,19467,19467,NA,NA,NA,public,England,NA
2020-10-23,17934,17934,NA,NA,NA,public,England,NA
2020-10-24,13438,13438,NA,NA,NA,public,England,NA
2020-10-25,13088,13088,NA,NA,NA,public,England,NA
2020-10-26,22588,22588,NA,NA,NA,public,England,NA
2020-10-27,20325,20325,NA,NA,NA,public,England,NA
2020-10-28,20087,20087,NA,NA,NA,public,England,NA
2020-10-29,19812,19812,NA,NA,NA,public,England,NA
2020-10-30,19516,19516,NA,NA,NA,public,England,NA
2020-10-31,14277,14277,NA,NA,NA,public,England,NA
2020-11-01,13304,13304,NA,NA,NA,public,England,NA
2020-11-02,27783,27783,NA,NA,NA,public,England,NA
2020-11-03,22169,22169,NA,NA,NA,public,England,NA
2020-11-04,20546,20546,NA,NA,NA,public,England,NA
2020-11-05,20717,20717,NA,NA,NA,public,England,NA
2020-11-06,20691,20691,NA,NA,NA,public,England,NA
2020-11-07,16554,16554,NA,NA,NA,public,England,NA
2020-11-08,17919,17919,NA,NA,NA,public,England,NA
2020-11-09,27989,27989,NA,NA,NA,public,England,NA
2020-11-10,24319,24319,NA,NA,NA,public,England,NA
2020-11-11,24504,24504,NA,NA,NA,public,England,NA
2020-11-12,21827,21827,NA,NA,NA,public,England,NA
2020-11-13,21531,21531,NA,NA,NA,public,England,NA
2020-11-14,15980,15980,NA,NA,NA,public,England,NA
2020-11-15,14163,14163,NA,NA,NA,public,England,NA
2020-11-16,23600,23600,NA,NA,NA,public,England,NA
2020-11-17,20175,20175,NA,NA,NA,public,England,NA
2020-11-18,18092,18092,NA,NA,NA,public,England,NA
2020-11-19,15408,15408,NA,NA,NA,public,England,NA
2020-11-20,14591,14591,NA,NA,NA,public,England,NA
2020-11-21,10559,10559,NA,NA,NA,public,England,NA
2020-11-22,9994,9994,NA,NA,NA,public,England,NA
2020-11-23,16116,16116,NA,NA,NA,public,England,NA
2020-11-24,13939,13939,NA,NA,NA,public,England,NA
2020-11-25,13853,13853,NA,NA,NA,public,England,NA
2020-11-26,12179,12179,NA,NA,NA,public,England,NA
2020-11-27,12146,12146,NA,NA,NA,public,England,NA
2020-11-28,9157,9157,NA,NA,NA,public,England,NA
2020-11-29,8853,8853,NA,NA,NA,public,England,NA
2020-11-30,14920,14920,NA,NA,NA,public,England,NA
2020-12-01,13417,13417,NA,NA,NA,public,England,NA
2020-12-02,13355,13355,NA,NA,NA,public,England,NA
2020-12-03,12444,12444,NA,NA,NA,public,England,NA
2020-12-04,12766,12766,NA,NA,NA,public,England,NA
2020-12-05,10079,10079,NA,NA,NA,public,England,NA
2020-12-06,10839,10839,NA,NA,NA,public,England,NA
2020-12-07,17265,17265,NA,NA,NA,public,England,NA
2020-12-08,16528,16528,NA,NA,NA,public,England,NA
2020-12-09,17339,17339,NA,NA,NA,public,England,NA
2020-12-10,18396,18396,NA,NA,NA,public,England,NA
2020-12-11,19749,19749,NA,NA,NA,public,England,NA
2020-12-12,15942,15942,NA,NA,NA,public,England,NA
2020-12-13,18049,18049,NA,NA,NA,public,England,NA
2020-12-14,29291,29291,NA,NA,NA,public,England,NA
2020-12-15,28908,28908,NA,NA,NA,public,England,NA
2020-12-16,29906,29906,NA,NA,NA,public,England,NA
2020-12-17,29392,29392,NA,NA,NA,public,England,NA
2020-12-18,31529,31529,NA,NA,NA,public,England,NA
2020-12-19,21537,21537,NA,NA,NA,public,England,NA
2020-12-20,28802,28802,NA,NA,NA,public,England,NA
2020-12-21,42212,42212,NA,NA,NA,public,England,NA
2020-12-22,40555,40555,NA,NA,NA,public,England,NA
2020-12-23,37276,37276,NA,NA,NA,public,England,NA
2020-12-24,28461,28461,NA,NA,NA,public,England,NA
2020-12-25,12630,12630,NA,NA,NA,public,England,NA
2020-12-26,36552,36552,NA,NA,NA,public,England,NA
2020-12-27,42244,42244,NA,NA,NA,public,England,NA
2020-12-28,39779,39779,NA,NA,NA,public,England,NA
2020-12-29,72147,72147,NA,NA,NA,public,England,NA
2020-12-30,62534,62534,NA,NA,NA,public,England,NA
2020-12-31,46428,46428,NA,NA,NA,public,England,NA
2021-01-01,28129,28129,NA,NA,NA,public,England,NA
2021-01-02,54044,54044,NA,NA,NA,public,England,NA
2021-01-03,49394,49394,NA,NA,NA,public,England,NA
2021-01-04,68801,68801,NA,NA,NA,public,England,NA
2021-01-05,57808,57808,NA,NA,NA,public,England,NA
2021-01-06,51047,51047,NA,NA,NA,public,England,NA
2021-01-07,46548,46548,NA,NA,NA,public,England,NA
2021-01-08,42086,42086,NA,NA,NA,public,England,NA
2021-01-09,35302,35302,NA,NA,NA,public,England,NA
2021-01-10,32744,32744,NA,NA,NA,public,England,NA
2021-01-11,51674,51674,NA,NA,NA,public,England,NA
2021-01-12,44357,44357,NA,NA,NA,public,England,NA
2021-01-13,40903,40903,NA,NA,NA,public,England,NA
2021-01-14,38263,38263,NA,NA,NA,public,England,NA
2021-01-15,36540,36540,NA,NA,NA,public,England,NA
2021-01-16,27478,27478,NA,NA,NA,public,England,NA
2021-01-17,26084,26084,NA,NA,NA,public,England,NA
2021-01-18,40430,40430,NA,NA,NA,public,England,NA
2021-01-19,35667,35667,NA,NA,NA,public,England,NA
2021-01-20,31515,31515,NA,NA,NA,public,England,NA
2021-01-21,28543,28543,NA,NA,NA,public,England,NA
2021-01-22,26711,26711,NA,NA,NA,public,England,NA
2021-01-23,19768,19768,NA,NA,NA,public,England,NA
2021-01-24,15376,15376,NA,NA,NA,public,England,NA
2021-01-25,26921,26921,NA,NA,NA,public,England,NA
2021-01-26,24260,24260,NA,NA,NA,public,England,NA
2021-01-27,23090,23090,NA,NA,NA,public,England,NA
2021-01-28,21714,21714,NA,NA,NA,public,England,NA
2021-01-29,19553,19553,NA,NA,NA,public,England,NA
2021-01-30,14909,14909,NA,NA,NA,public,England,NA
2021-01-31,13644,13644,NA,NA,NA,public,England,NA
2021-02-01,19985,19985,NA,NA,NA,public,England,NA
2021-02-02,17552,17552,NA,NA,NA,public,England,NA
2021-02-03,17292,17292,NA,NA,NA,public,England,NA
2021-02-04,16050,16050,NA,NA,NA,public,England,NA
2021-02-05,13862,13862,NA,NA,NA,public,England,NA
2021-02-06,10540,10540,NA,NA,NA,public,England,NA
2021-02-07,10123,10123,NA,NA,NA,public,England,NA
2021-02-08,13784,13784,NA,NA,NA,public,England,NA
2021-02-09,12158,12158,NA,NA,NA,public,England,NA
2021-02-10,11758,11758,NA,NA,NA,public,England,NA
2021-02-11,11165,11165,NA,NA,NA,public,England,NA
2021-02-12,10514,10514,NA,NA,NA,public,England,NA
2021-02-13,7713,7713,NA,NA,NA,public,England,NA
2021-02-14,7507,7507,NA,NA,NA,public,England,NA
2021-02-15,12403,12403,NA,NA,NA,public,England,NA
2021-02-16,10745,10745,NA,NA,NA,public,England,NA
2021-02-17,9952,9952,NA,NA,NA,public,England,NA
2021-02-18,9860,9860,NA,NA,NA,public,England,NA
2021-02-19,8818,8818,NA,NA,NA,public,England,NA
2021-02-20,6874,6874,NA,NA,NA,public,England,NA
2021-02-21,6768,6768,NA,NA,NA,public,England,NA
2021-02-22,9819,9819,NA,NA,NA,public,England,NA
2021-02-23,8105,8105,NA,NA,NA,public,England,NA
2021-02-24,7258,7258,NA,NA,NA,public,England,NA
2021-02-25,6577,6577,NA,NA,NA,public,England,NA
2021-02-26,5636,5636,NA,NA,NA,public,England,NA
2021-02-27,4077,4077,NA,NA,NA,public,England,NA
2021-02-28,3939,3939,NA,NA,NA,public,England,NA
2021-03-01,5861,5861,NA,NA,NA,public,England,NA
2021-03-02,5627,5627,NA,NA,NA,public,England,NA
2021-03-03,5081,5081,NA,NA,NA,public,England,NA
2021-03-04,4767,4767,NA,NA,NA,public,England,NA
2021-03-05,4522,4522,NA,NA,NA,public,England,NA
2021-03-06,3676,3676,NA,NA,NA,public,England,NA
2021-03-07,3524,3524,NA,NA,NA,public,England,NA
2021-03-08,5545,5545,NA,NA,NA,public,England,NA
2021-03-09,5195,5195,NA,NA,NA,public,England,NA
2021-03-10,4982,4982,NA,NA,NA,public,England,NA
2021-03-11,4651,4651,NA,NA,NA,public,England,NA
2021-03-12,4590,4590,NA,NA,NA,public,England,NA
2021-03-13,3439,3439,NA,NA,NA,public,England,NA
2021-03-14,3575,3575,NA,NA,NA,public,England,NA
2021-03-15,5409,5409,NA,NA,NA,public,England,NA
2021-03-16,4714,4714,NA,NA,NA,public,England,NA
2021-03-17,4811,4811,NA,NA,NA,public,England,NA
2021-03-18,4487,4487,NA,NA,NA,public,England,NA
2021-03-19,4116,4116,NA,NA,NA,public,England,NA
2021-03-20,3351,3351,NA,NA,NA,public,England,NA
2021-03-21,4498,4498,NA,NA,NA,public,England,NA
2021-03-22,5125,5125,NA,NA,NA,public,England,NA
2021-03-23,4318,4318,NA,NA,NA,public,England,NA
2021-03-24,5083,5083,NA,NA,NA,public,England,NA
2021-03-25,4408,4408,NA,NA,NA,public,England,NA
2021-03-26,3593,3593,NA,NA,NA,public,England,NA
2021-03-27,2924,2924,NA,NA,NA,public,England,NA
2021-03-28,4091,4091,NA,NA,NA,public,England,NA
2021-03-29,3167,3167,NA,NA,NA,public,England,NA
2021-03-30,2930,2930,NA,NA,NA,public,England,NA
2021-03-31,3122,3122,NA,NA,NA,public,England,NA
2021-04-01,2833,2833,NA,NA,NA,public,England,NA
2021-04-02,2102,2102,NA,NA,NA,public,England,NA
2021-04-03,1993,1993,NA,NA,NA,public,England,NA
2021-04-04,1910,1910,NA,NA,NA,public,England,NA
2021-04-05,2171,2171,NA,NA,NA,public,England,NA
2021-04-06,2527,2527,NA,NA,NA,public,England,NA
2021-04-07,2567,2567,NA,NA,NA,public,England,NA
2021-04-08,2441,2441,NA,NA,NA,public,England,NA
2021-04-09,2279,2279,NA,NA,NA,public,England,NA
2021-04-10,1855,1855,NA,NA,NA,public,England,NA
2021-04-11,1878,1878,NA,NA,NA,public,England,NA
2021-04-12,2201,2201,NA,NA,NA,public,England,NA
2021-04-13,1873,1873,NA,NA,NA,public,England,NA
2021-04-14,1904,1904,NA,NA,NA,public,England,NA
2021-04-15,1783,1783,NA,NA,NA,public,England,NA
2021-04-16,1772,1772,NA,NA,NA,public,England,NA
2021-04-17,1284,1284,NA,NA,NA,public,England,NA
2021-04-18,2104,2104,NA,NA,NA,public,England,NA
2021-04-19,2090,2090,NA,NA,NA,public,England,NA
2021-04-20,1921,1921,NA,NA,NA,public,England,NA
2021-04-21,2098,2098,NA,NA,NA,public,England,NA
2021-04-22,1867,1867,NA,NA,NA,public,England,NA
2021-04-23,1553,1553,NA,NA,NA,public,England,NA
2021-04-24,1182,1182,NA,NA,NA,public,England,NA
2021-04-25,1757,1757,NA,NA,NA,public,England,NA
2021-04-26,2069,2069,NA,NA,NA,public,England,NA
2021-04-27,1674,1674,NA,NA,NA,public,England,NA
2021-04-28,1995,1995,NA,NA,NA,public,England,NA
2021-04-29,1701,1701,NA,NA,NA,public,England,NA
2021-04-30,1386,1386,NA,NA,NA,public,England,NA
2021-05-01,1103,1103,NA,NA,NA,public,England,NA
2021-05-02,1204,1204,NA,NA,NA,public,England,NA
2021-05-03,1679,1679,NA,NA,NA,public,England,NA
2021-05-04,2013,2013,NA,NA,NA,public,England,NA
2021-05-05,2013,2013,NA,NA,NA,public,England,NA
2021-05-06,1800,1800,NA,NA,NA,public,England,NA
2021-05-07,1538,1538,NA,NA,NA,public,England,NA
2021-05-08,1191,1191,NA,NA,NA,public,England,NA
2021-05-09,1839,1839,NA,NA,NA,public,England,NA
2021-05-10,2157,2157,NA,NA,NA,public,England,NA
2021-05-11,1719,1719,NA,NA,NA,public,England,NA
2021-05-12,1756,1756,NA,NA,NA,public,England,NA
2021-05-13,1642,1642,NA,NA,NA,public,England,NA
2021-05-14,1441,1441,NA,NA,NA,public,England,NA
2021-05-15,1247,1247,NA,NA,NA,public,England,NA
2021-05-16,1508,1508,NA,NA,NA,public,England,NA
2021-05-17,2225,2225,NA,NA,NA,public,England,NA
2021-05-18,2123,2123,NA,NA,NA,public,England,NA
2021-05-19,2153,2153,NA,NA,NA,public,England,NA
2021-05-20,1903,1903,NA,NA,NA,public,England,NA
2021-05-21,1783,1783,NA,NA,NA,public,England,NA
2021-05-22,1521,1521,NA,NA,NA,public,England,NA
2021-05-23,1832,1832,NA,NA,NA,public,England,NA
2021-05-24,2602,2602,NA,NA,NA,public,England,NA
2021-05-25,2667,2667,NA,NA,NA,public,England,NA
2021-05-26,3037,3037,NA,NA,NA,public,England,NA
2021-05-27,2926,2926,NA,NA,NA,public,England,NA
2021-05-28,2795,2795,NA,NA,NA,public,England,NA
2021-05-29,2379,2379,NA,NA,NA,public,England,NA
2021-05-30,2513,2513,NA,NA,NA,public,England,NA
2021-05-31,3039,3039,NA,NA,NA,public,England,NA
